"","tdf_stages.Stage","tdf_stages.Date","tdf_stages.Distance","tdf_stages.Origin","tdf_stages.Destination","tdf_stages.Type","tdf_stages.Winner","tdf_stages.Winner_Country"
"1393","6",1957-07-02,248,"Charleroi","Metz","Plain stage","André Trochut","FRA"
"1394","7",1957-07-03,223,"Metz","Colmar","Stage with mountain(s)","Roger Hassenforder","FRA"
"1395","8",1957-07-04,192,"Colmar","Besançon","Plain stage","Pierino Baffi","ITA"
"1396","9",1957-07-05,188,"Besançon","Thonon-les-Bains","Plain stage","Jacques Anquetil","FRA"
"1397","10",1957-07-07,247,"Thonon-les-Bains","Briançon","Stage with mountain(s)","Gastone Nencini","ITA"
"1398","11",1957-07-08,286,"Briançon","Cannes","Stage with mountain(s)","René Privat","FRA"
"1399","12",1957-07-09,239,"Cannes","Marseille","Stage with mountain(s)","Jean Stablinski","FRA"
"1400","13",1957-07-10,160,"Marseille","Alès","Plain stage","Nino Defilippis","ITA"
"1401","14",1957-07-11,246,"Alès","Perpignan","Plain stage","Roger Hassenforder","FRA"
"1402","15a",1957-07-12,197,"Perpignan","Barcelona","Plain stage","René Privat","FRA"
"1403","15b",1957-07-12,9.8,"Montjuïc circuit","Montjuïc circuit","Individual time trial","Jacques Anquetil","FRA"
"1404","16",1957-07-14,220,"Barcelona ","Ax-les-Thermes","Stage with mountain(s)","Jean Bourlès","FRA"
"1405","17",1957-07-15,236,"Ax-les-Thermes","Saint-Gaudens","Stage with mountain(s)","Nino Defilippis","ITA"
"1406","18",1957-07-16,207,"Saint-Gaudens","Pau","Stage with mountain(s)","Gastone Nencini","ITA"
"1407","19",1957-07-17,194,"Pau","Bordeaux","Plain stage","Pierino Baffi","ITA"
"1408","20",1957-07-18,66,"Bordeaux","Libourne","Individual time trial","Jacques Anquetil","FRA"
"1409","21",1957-07-19,317,"Libourne","Tours","Plain stage","André Darrigade","FRA"
"1410","22",1957-07-20,227,"Tours","Paris","Plain stage","André Darrigade","FRA"
"1411","1",1956-07-05,223,"Reims","Liège","Plain stage","André Darrigade","FRA"
"1412","2",1956-07-06,217,"Liège","Lille","Plain stage","Fred De Bruyne","BEL"
"1413","3",1956-07-07,225,"Lille","Rouen","Plain stage","Arigo Padovan","ITA"
"1414","4a",1956-07-08,15.1,"Circuit de Rouen-Les-Essarts","Circuit de Rouen-Les-Essarts","Individual time trial","Charly Gaul","LUX"
"1415","4b",1956-07-08,125,"Rouen","Caen","Plain stage","Roger Hassenforder","FRA"
"1416","5",1956-07-09,189,"Caen","Saint-Malo","Plain stage","Joseph Morvan","FRA"
"1417","6",1956-07-10,192,"Saint-Malo","Lorient","Plain stage","Fred De Bruyne","BEL"
"1418","7",1956-07-11,244,"Lorient","Angers","Plain stage","Alessandro Fantini","ITA"
"1419","8",1956-07-12,180,"Angers","La Rochelle","Plain stage","Miguel Poblet","ESP"
"1420","9",1956-07-13,219,"La Rochelle","Bordeaux","Plain stage","Roger Hassenforder","FRA"
"1421","10",1956-07-15,201,"Bordeaux","Bayonne","Plain stage","Fred De Bruyne","BEL"
"1422","11",1956-07-16,255,"Bayonne","Pau","Stage with mountain(s)","Nino Defilippis","ITA"
"1423","12",1956-07-17,130,"Pau","Luchon","Stage with mountain(s)","Jean-Pierre Schmitz","LUX"
"1424","13",1956-07-18,176,"Luchon","Toulouse","Stage with mountain(s)","Nino Defilippis","ITA"
"1425","14",1956-07-19,231,"Toulouse","Montpellier","Plain stage","Roger Hassenforder","FRA"
"1426","15",1956-07-20,204,"Montpellier","Aix-en-Provence","Plain stage","Joseph Thomin","FRA"
"1427","16",1956-07-22,203,"Aix-en-Provence","Gap","Stage with mountain(s)","Jean Forestier","FRA"
"1428","17",1956-07-23,234,"Gap","Turin","Stage with mountain(s)","Nino Defilippis","ITA"
"1429","18",1956-07-24,250,"Turin","Grenoble","Stage with mountain(s)","Charly Gaul","LUX"
"1430","19",1956-07-25,173,"Grenoble","Saint-Étienne","Stage with mountain(s)","Stan Ockers","BEL"
"1431","20",1956-07-26,73,"Saint-Étienne","Lyon","Individual time trial","Miguel Bover","ESP"
"1432","21",1956-07-27,237,"Lyon","Montluçon","Stage with mountain(s)","Roger Hassenforder","FRA"
"1433","22",1956-07-28,331,"Montluçon","Paris","Plain stage","Gastone Nencini","ITA"
"1434","1a",1955-07-07,102,"Le Havre","Dieppe","Plain stage","Miguel Poblet","ESP"
"1435","1b",1955-07-07,12.5,"Dieppe","Dieppe","Team time trial","Netherlands",NA
"1436","2",1955-07-08,204,"Dieppe","Roubaix","Plain stage","Antonin Rolland","FRA"
"1437","3",1955-07-09,210,"Roubaix","Namur","Plain stage","Louison Bobet","FRA"
"1438","4",1955-07-10,225,"Namur","Metz","Plain stage","Willy Kemp","LUX"
"1439","5",1955-07-11,229,"Metz","Colmar","Plain stage","Roger Hassenforder","FRA"
"1440","6",1955-07-12,195,"Colmar","Zürich","Plain stage","André Darrigade","FRA"
"1441","7",1955-07-13,267,"Zürich","Thonon-les-Bains","Plain stage","Jos Hinsen","NED"
"1442","8",1955-07-14,253,"Thonon-les-Bains","Briançon","Stage with mountain(s)","Charly Gaul","LUX"
"1443","9",1955-07-15,275,"Briançon","Monaco","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1444","10",1955-07-16,240,"Monaco","Marseille","Plain stage","Lucien Lazaridès","FRA"
"1445","11",1955-07-18,198,"Marseille","Avignon","Stage with mountain(s)","Louison Bobet","FRA"
"1446","12",1955-07-19,240,"Avignon","Millau","Stage with mountain(s)","Alessandro Fantini","ITA"
"1447","13",1955-07-20,205,"Millau","Albi","Plain stage","Daan de Groot","NED"
"1448","14",1955-07-21,156,"Albi","Narbonne","Stage with mountain(s)","Louis Caput","FRA"
"1449","15",1955-07-22,151,"Narbonne","Ax-les-Thermes","Plain stage","Luciano Pezzi","ITA"
"1450","16",1955-07-24,123,"Ax-les-Thermes","Toulouse","Plain stage","Rik Van Steenbergen","BEL"
"1451","17",1955-07-25,250,"Toulouse","Saint-Gaudens","Stage with mountain(s)","Charly Gaul","LUX"
"1452","18",1955-07-26,205,"Saint-Gaudens","Pau","Stage with mountain(s)","Jean Brankart","BEL"
"1453","19",1955-07-27,195,"Pau","Bordeaux","Plain stage","Wout Wagtmans","NED"
"1454","20",1955-07-28,243,"Bordeaux","Poitiers","Plain stage","Jean Forestier","FRA"
"1455","21",1955-07-29,68.6,"Châtellerault","Tours","Individual time trial","Jean Brankart","BEL"
"1456","22",1955-07-30,229,"Tours","Paris","Plain stage","Miguel Poblet","ESP"
"1457","1",1954-07-08,216,"Amsterdam","Brasschaat","Plain stage","Wout Wagtmans","NED"
"1458","2",1954-07-09,255,"Beveren","Lille","Plain stage","Louison Bobet","FRA"
"1459","3",1954-07-10,219,"Lille","Rouen","Plain stage","Marcel Dussault","FRA"
"1460","4a",1954-07-11,10.4,"Rouen","Circuit des Essarts","Team time trial","Switzerland",NA
"1461","4b",1954-07-11,131,"Rouen","Caen","Plain stage","Wim van Est","NED"
"1462","5",1954-07-12,224,"Caen","Saint-Brieuc","Plain stage","Ferdinand Kübler","SUI"
"1463","6",1954-07-13,179,"Saint-Brieuc","Brest","Plain stage","Dominique Forlini","FRA"
"1464","7",1954-07-14,211,"Brest","Vannes","Plain stage","Jacques Vivier","FRA"
"1465","8",1954-07-15,190,"Vannes","Angers","Plain stage","Fred De Bruyne","BEL"
"1466","9",1954-07-16,343,"Angers","Bordeaux","Plain stage","Henk Faanhof","NED"
"1467","10",1954-07-18,202,"Bordeaux","Bayonne","Plain stage","Gilbert Bauvin","FRA"
"1468","11",1954-07-19,241,"Bayonne","Pau","Stage with mountain(s)","Stan Ockers","BEL"
"1469","12",1954-07-20,161,"Pau","Luchon","Stage with mountain(s)","Gilbert Bauvin","FRA"
"1470","13",1954-07-21,203,"Luchon","Toulouse","Plain stage","Fred De Bruyne","BEL"
"1471","14",1954-07-22,225,"Toulouse","Millau","Stage with mountain(s)","Ferdinand Kübler","SUI"
"1472","15",1954-07-23,197,"Millau","Le Puy","Stage with mountain(s)","Dominique Forlini","FRA"
"1473","16",1954-07-24,194,"Le Puy","Lyon","Stage with mountain(s)","Jean Forestier","FRA"
"1474","17",1954-07-26,182,"Lyon","Grenoble","Stage with mountain(s)","Lucien Lazaridès","FRA"
"1475","18",1954-07-27,216,"Grenoble","Briançon","Stage with mountain(s)","Louison Bobet","FRA"
"1476","19",1954-07-28,221,"Briançon","Aix-les-Bains","Stage with mountain(s)","Jean Dotto","FRA"
"1477","20",1954-07-29,243,"Aix les Bains","Besançon","Stage with mountain(s)","Lucien Teisseire","FRA"
"1478","21a",1954-07-30,134,"Besançon","Épinal","Plain stage","François Mahé","FRA"
"1479","21b",1954-07-30,72,"Epinal","Nancy","Individual time trial","Louison Bobet","FRA"
"1480","22",1954-07-31,216,"Nancy","Troyes","Plain stage","Fred De Bruyne","BEL"
"1481","23",1954-08-01,180,"Troyes","Paris","Plain stage","Robert Varnajo","FRA"
"1482","1",1953-07-03,195,"Strasbourg","Metz","Plain stage","Fritz Schär","SUI"
"1483","2",1953-07-04,227,"Metz","Liège","Plain stage","Fritz Schär","SUI"
"1484","3",1953-07-05,221,"Liège","Lille","Plain stage","Stanislas Bober","FRA"
"1485","4",1953-07-06,188,"Lille","Dieppe","Plain stage","Gerrit Voorting","NED"
"1486","5",1953-07-07,200,"Dieppe","Caen","Plain stage","Jean Malléjac","FRA"
"1487","6",1953-07-08,206,"Caen","Le Mans","Plain stage","Martin Van Geneugden","BEL"
"1488","7",1953-07-09,181,"Le Mans","Nantes","Plain stage","Livio Isotti","ITA"
"1489","8",1953-07-10,345,"Nantes","Bordeaux","Plain stage","Jan Nolten","NED"
"1490","9",1953-07-12,197,"Bordeaux","Pau","Plain stage","Fiorenzo Magni","ITA"
"1491","10",1953-07-13,103,"Pau","Cauterets","Stage with mountain(s)","Jesús Loroño","ESP"
"1492","11",1953-07-14,115,"Cauterets","Luchon","Stage with mountain(s)","Jean Robic","FRA"
"1493","12",1953-07-15,228,"Luchon","Albi","Plain stage","André Darrigade","FRA"
"1494","13",1953-07-16,189,"Albi","Béziers","Stage with mountain(s)","Nello Lauredi","FRA"
"1495","14",1953-07-17,214,"Béziers","Nîmes","Stage with mountain(s)","Bernard Quennehen","FRA"
"1496","15",1953-07-18,173,"Nîmes","Marseille","Plain stage","Maurice Quentin","FRA"
"1497","16",1953-07-19,236,"Marseille","Monaco","Stage with mountain(s)","Wim van Est","NED"
"1498","17",1953-07-21,261,"Monaco","Gap","Stage with mountain(s)","Wout Wagtmans","NED"
"1499","18",1953-07-22,165,"Gap","Briançon","Stage with mountain(s)","Louison Bobet","FRA"
"1500","19",1953-07-23,227,"Briançon","Lyon","Stage with mountain(s)","Georges Meunier","FRA"
"1501","20",1953-07-24,70,"Lyon","St. Etienne","Individual time trial","Louison Bobet","FRA"
"1502","21",1953-07-25,210,"St. Etienne","Montluçon","Plain stage","Wout Wagtmans","NED"
"1503","22",1953-07-26,328,"Montluçon","Paris","Plain stage","Fiorenzo Magni","ITA"
"1504","1",1952-06-25,246,"Brest","Rennes","Plain stage","Rik Van Steenbergen","BEL"
"1505","2",1952-06-26,181,"Rennes","Le Mans","Plain stage","André Rosseel","BEL"
"1506","3",1952-06-27,189,"Le Mans","Rouen","Plain stage","Nello Lauredi","FRA"
"1507","4",1952-06-28,232,"Rouen","Roubaix","Plain stage","Pierre Molinéris","FRA"
"1508","5",1952-06-29,197,"Roubaix","Namur","Plain stage","Jean Diederich","LUX"
"1509","6",1952-06-30,228,"Namur","Metz","Plain stage","Fiorenzo Magni","ITA"
"1510","7",1952-07-01,60,"Metz","Nancy","Individual time trial","Fausto Coppi","ITA"
"1511","8",1952-07-02,252,"Nancy","Mulhouse","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1512","9",1952-07-03,238,"Mulhouse","Lausanne","Stage with mountain(s)","Walter Diggelmann","SUI"
"1513","10",1952-07-04,266,"Lausanne","Alpe d'Huez","Stage with mountain(s)","Fausto Coppi","ITA"
"1514","11",1952-07-06,182,"Le Bourg-d'Oisans","Sestriere","Stage with mountain(s)","Fausto Coppi","ITA"
"1515","12",1952-07-07,251,"Sestriere","Monaco","Stage with mountain(s)","Jan Nolten","NED"
"1516","13",1952-07-08,214,"Monaco","Aix-en-Provence","Plain stage","Raoul Rémy","FRA"
"1517","14",1952-07-09,178,"Aix-en-Provence","Avignon","Stage with mountain(s)","Jean Robic","FRA"
"1518","15",1952-07-10,275,"Avignon","Perpignan","Plain stage","Georges Decaux","FRA"
"1519","16",1952-07-11,200,"Perpignan","Toulouse","Plain stage","André Rosseel","BEL"
"1520","17",1952-07-13,204,"Toulouse","Bagnères-de-Bigorre","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1521","18",1952-07-14,149,"Bagnères-de-Bigorre","Pau","Stage with mountain(s)","Fausto Coppi","ITA"
"1522","19",1952-07-15,195,"Pau","Bordeaux","Plain stage","Hans Dekkers","NED"
"1523","20",1952-07-16,228,"Bordeaux","Limoges","Plain stage","Jacques Vivier","FRA"
"1524","21",1952-07-17,245,"Limoges","Puy de Dôme","Stage with mountain(s)","Fausto Coppi","ITA"
"1525","22",1952-07-18,63,"Clermont-Ferrand","Vichy","Individual time trial","Fiorenzo Magni","ITA"
"1526","23",1952-07-19,354,"Vichy","Paris","Plain stage","Antonin Rolland","FRA"
"1527","1",1951-07-04,185,"Metz","Reims","Plain stage","Giovanni Rossi","SUI"
"1528","2",1951-07-05,228,"Reims","Ghent","Plain stage","Jean Diederich","LUX"
"1529","3",1951-07-06,219,"Ghent","Le Tréport","Plain stage","Georges Meunier","FRA"
"1530","4",1951-07-07,188,"Le Tréport","Paris","Plain stage","Roger Lévêque","FRA"
"1531","5",1951-07-08,215,"Paris","Caen","Plain stage","Serafino Biagioni","ITA"
"1532","6",1951-07-09,182,"Caen","Rennes","Plain stage","Édouard Muller","FRA"
"1533","7",1951-07-10,85,"La Guerche-de-Bretagne","Angers","Individual time trial","Hugo Koblet","SUI"
"1534","8",1951-07-11,241,"Angers","Limoges","Plain stage","André Rosseel","BEL"
"1535","9",1951-07-13,236,"Limoges","Clermont-Ferrand","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1536","10",1951-07-14,216,"Clermont-Ferrand","Brive","Stage with mountain(s)","Bernardo Ruiz","ESP"
"1537","11",1951-07-15,177,"Brive","Agen","Plain stage","Hugo Koblet","SUI"
"1538","12",1951-07-16,185,"Agen","Dax","Plain stage","Wim van Est","NED"
"1539","13",1951-07-17,201,"Dax","Tarbes","Stage with mountain(s)","Serafino Biagioni","ITA"
"1540","14",1951-07-18,142,"Tarbes","Luchon","Stage with mountain(s)","Hugo Koblet","SUI"
"1541","15",1951-07-19,213,"Luchon","Carcassonne","Stage with mountain(s)","André Rosseel","BEL"
"1542","16",1951-07-20,192,"Carcassonne","Montpellier","Plain stage","Hugo Koblet","SUI"
"1543","17",1951-07-22,224,"Montpellier","Avignon","Stage with mountain(s)","Louison Bobet","FRA"
"1544","18",1951-07-23,173,"Avignon","Marseille","Plain stage","Fiorenzo Magni","ITA"
"1545","19",1951-07-24,208,"Marseille","Gap","Stage with mountain(s)","Armand Baeyens","BEL"
"1546","20",1951-07-25,165,"Gap","Briançon","Stage with mountain(s)","Fausto Coppi","ITA"
"1547","21",1951-07-26,201,"Briançon","Aix-les-Bains","Stage with mountain(s)","Bernardo Ruiz","ESP"
"1548","22",1951-07-27,97,"Aix-les-Bains","Geneva","Individual time trial","Hugo Koblet","SUI"
"1549","23",1951-07-28,197,"Geneva","Dijon","Stage with mountain(s)","Germain Derijcke","BEL"
"1550","24",1951-07-29,322,"Dijon","Paris","Plain stage","Adolphe Deledda","FRA"
"1551","1",1950-07-13,307,"Paris","Metz","Plain stage","Jean Goldschmit","LUX"
"1552","2",1950-07-14,241,"Metz","Liège","Plain stage","Adolfo Leoni","ITA"
"1553","3",1950-07-15,232.5,"Liège","Lille","Plain stage","Alfredo Pasotti","ITA"
"1554","4",1950-07-16,231,"Lille","Rouen","Plain stage","Stan Ockers","BEL"
"1555","5",1950-07-17,316,"Rouen","Dinard","Plain stage","Giovanni Corrieri","ITA"
"1556","6",1950-07-19,78,"Dinard","St. Brieuc","Individual time trial","Ferdinand Kübler","SUI"
"1557","7",1950-07-20,248,"St. Brieuc","Angers","Plain stage","Nello Lauredi","FRA"
"1558","8",1950-07-21,181,"Angers","Niort","Plain stage","Fiorenzo Magni","ITA"
"1559","9",1950-07-22,206,"Niort","Bordeaux","Plain stage","Alfredo Pasotti","ITA"
"1560","10",1950-07-23,202,"Bordeaux","Pau","Plain stage","Marcel Dussault","FRA"
"1561","11",1950-07-25,230,"Pau","St. Gaudens","Stage with mountain(s)","Gino Bartali","ITA"
"1562","12",1950-07-26,233,"Saint-Gaudens","Perpignan","Plain stage","Maurice Blomme","BEL"
"1563","13",1950-07-27,215,"Perpignan","Nîmes","Plain stage","Marcel Molinès","FRA"
"1564","14",1950-07-28,222,"Nîmes","Toulon","Plain stage","Custodio Dos Reis","FRA"
"1565","15",1950-07-29,205.5,"Toulon","Menton","Stage with mountain(s)","Jean Diederich","LUX"
"1566","16",1950-07-30,96,"Menton","Nice","Stage with mountain(s)","Ferdinand Kübler","SUI"
"1567","17",1950-08-01,229,"Nice","Gap","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1568","18",1950-08-02,165,"Gap","Briançon","Stage with mountain(s)","Louison Bobet","FRA"
"1569","19",1950-08-03,291,"Briançon","Saint-Étienne","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1570","20",1950-08-05,98,"Saint-Étienne","Lyon","Mountain time trial","Ferdinand Kübler","SUI"
"1571","21",1950-08-06,233,"Lyon","Dijon","Plain stage","Gino Sciardis","FRA"
"1572","22",1950-08-07,314,"Dijon","Paris","Plain stage","Émile Baffert","FRA"
"1573","1",1949-06-30,182,"Paris","Reims","Plain stage","Marcel Dussault","FRA"
"1574","2",1949-07-01,273,"Reims","Brussels","Plain stage","Roger Lambrecht","BEL"
"1575","3",1949-07-02,211,"Brussels","Boulogne-sur-Mer","Plain stage","Norbert Callens","BEL"
"1576","4",1949-07-03,185,"Boulogne-sur-Mer","Rouen","Plain stage","Lucien Teisseire","FRA"
"1577","5",1949-07-04,293,"Rouen","Saint-Malo","Plain stage","Ferdinand Kübler","SUI"
"1578","6",1949-07-05,305,"Saint-Malo","Les Sables-d'Olonne","Plain stage","Adolphe Deledda","FRA"
"1579","7",1949-07-07,92,"Les Sables-d'Olonne","La Rochelle","Individual time trial","Fausto Coppi","ITA"
"1580","8",1949-07-08,262,"La Rochelle","Bordeaux","Plain stage","Guy Lapébie","FRA"
"1581","9",1949-07-09,228,"Bordeaux","San Sebastián","Plain stage","Louis Caput","FRA"
"1582","10",1949-07-10,192,"San Sebastián","Pau","Plain stage","Fiorenzo Magni","ITA"
"1583","11",1949-07-12,193,"Pau","Luchon","Stage with mountain(s)","Jean Robic","FRA"
"1584","12",1949-07-13,134,"Luchon","Toulouse","Plain stage","Rik Van Steenbergen","BEL"
"1585","13",1949-07-14,289,"Toulouse","Nîmes","Plain stage","Emile Idée","FRA"
"1586","14",1949-07-15,199,"Nîmes","Marseille","Plain stage","Jean Goldschmidt","LUX"
"1587","15",1949-07-16,215,"Marseille","Cannes","Plain stage","Désiré Keteleer","BEL"
"1588","16",1949-07-18,275,"Cannes","Briançon","Stage with mountain(s)","Gino Bartali","ITA"
"1589","17",1949-07-19,257,"Briançon","Aosta","Stage with mountain(s)","Fausto Coppi","ITA"
"1590","18",1949-07-21,265,"Aosta","Lausanne","Stage with mountain(s)","Vincenzo Rossello","ITA"
"1591","19",1949-07-22,283,"Lausanne","Colmar","Stage with mountain(s)","Raphaël Géminiani","FRA"
"1592","20",1949-07-23,137,"Colmar","Nancy","Mountain time trial","Fausto Coppi","ITA"
"1593","21",1949-07-24,340,"Nancy","Paris","Plain stage","Rik Van Steenbergen","BEL"
"1594","1",1948-06-30,237,"Paris","Trouville","Plain stage","Gino Bartali","ITA"
"1595","2",1948-07-01,259,"Trouville","Dinard","Plain stage","Vincenzo Rossello","ITA"
"1596","3",1948-07-02,251,"Dinard","Nantes","Plain stage","Guy Lapébie","FRA"
"1597","4",1948-07-03,166,"Nantes","La Rochelle","Plain stage","Jacques Pras","FRA"
"1598","5",1948-07-04,262,"La Rochelle","Bordeaux","Plain stage","Raoul Remy","FRA"
"1599","6",1948-07-05,244,"Bordeaux","Biarritz","Plain stage","Louison Bobet","FRA"
"1600","7",1948-07-07,219,"Biarritz","Lourdes","Stage with mountain(s)","Gino Bartali","ITA"
"1601","8",1948-07-08,261,"Lourdes","Toulouse","Stage with mountain(s)","Gino Bartali","ITA"
"1602","9",1948-07-10,246,"Toulouse","Montpellier","Plain stage","Raymond Impanis","BEL"
"1603","10",1948-07-11,248,"Montpellier","Marseille","Plain stage","Raymond Impanis","BEL"
"1604","11",1948-07-12,245,"Marseille","Sanremo","Plain stage","Gino Sciardis","ITA"
"1605","12",1948-07-13,170,"Sanremo","Cannes","Stage with mountain(s)","Louison Bobet","FRA"
"1606","13",1948-07-15,274,"Cannes","Briançon","Stage with mountain(s)","Gino Bartali","ITA"
"1607","14",1948-07-16,263,"Briançon","Aix-les-Bains","Stage with mountain(s)","Gino Bartali","ITA"
"1608","15",1948-07-18,256,"Aix-les-Bains","Lausanne","Stage with mountain(s)","Gino Bartali","ITA"
"1609","16",1948-07-19,243,"Lausanne","Mulhouse","Stage with mountain(s)","Edward Van Dijck","BEL"
